AT,GO,contig,O_sativa_locus_annotation,ProbeName,TargetID,Sig Index PrF_T3_Oil,Sig Index PrF_T3_State,Sum Sig Index for F-Tests,Avg Sig Index for F-Tests
AT2G32170,GO:0005634/GO:0009165/GO:0009165/GO:0005634,S_alt_contig09001,LOC_Os05g43560,CUST_12900_PI428634872,S_alt_contig09001,1,1,2,1
AT1G71840,GO:0005834/GO:0005829/GO:0005834/GO:0000166/GO:0005737/GO:0005834/GO:0008150,S_alt_contig09003,LOC_Os03g48090,CUST_12901_PI428634872,S_alt_contig09003,1,0,1,0.5
AT4G02020,GO:0043687/GO:0035196/GO:0035196/GO:0016571/GO:0003677/GO:0005634/GO:0000956/GO:0006355/GO:0006349/GO:0009616/GO:0006342/GO:0010048/GO:0006342/GO:0000956/GO:0007267/GO:0045893/GO:0045893/GO:0005515/GO:0010048/GO:0043687/GO:0010050/GO:0010048/GO:0005677/GO:0006306/GO:0005634/GO:0006355/GO:0043687/GO:0010048/GO:0006342/GO:0016571/GO:0006306/GO:0006349/GO:0010267/GO:0003700/GO:0045893/GO:0005677/GO:0006355/GO:0016571/GO:0009616/GO:0006349/GO:0010267/GO:0009506/GO:0009960/GO:0006306/GO:0003727/GO:0016571/GO:0006349,S_alt_contig09006,LOC_Os03g19480,CUST_12903_PI428634872,S_alt_contig09006,1,0,1,0.5
AT5G22010,GO:0031935/GO:0003689/GO:0007126/GO:0005524/GO:0000712/GO:0006974/GO:0003677/GO:0051570/GO:0017111/GO:0009737/GO:0000166/GO:0005524/GO:0051570/GO:0051570/GO:0031935/GO:0000003/GO:0005663/GO:0000712/GO:0031935/GO:0006974/GO:0005634/GO:0005524/GO:0051570/GO:0005622/GO:0005524/GO:0003689,S_alt_contig09012,LOC_Os11g36390,CUST_12906_PI428634872,S_alt_contig09012,1,1,2,1
AT5G08680,GO:0015991/GO:0006754/GO:0000275/GO:0016820/GO:0046961/GO:0006200/GO:0000275/GO:0015986/GO:0045261/GO:0005739/GO:0005739/GO:0045261/GO:0005524/GO:0005753/GO:0046961/GO:0005739/GO:0033178/GO:0005753/GO:0046933/GO:0015992/GO:0000275/GO:0046034/GO:0015986/GO:0005739/GO:0005739/GO:0006200/GO:0006754/GO:0000166/GO:0016020/GO:0008553/GO:0005753/GO:0046933/GO:0015986/GO:0000275/GO:0016887/GO:0046933/GO:0000275/GO:0005524/GO:0017111/GO:0046933/GO:0016820/GO:0016469/GO:0015991/GO:0008553/GO:0000275/GO:0046034/GO:0005753/GO:0000275/GO:0000275/GO:0046686/GO:0005507,S_alt_contig09013,LOC_Os01g49190,CUST_12907_PI428634872,S_alt_contig09013,1,0,1,0.5
AT4G00630,GO:0009941/GO:0009941/GO:0016020/GO:0009941/GO:0015992/GO:0016021/GO:0009941/GO:0009941/GO:0015386/GO:0009507/GO:0009941/GO:0006813/GO:0015386/GO:0015079/GO:0016021/GO:0009941/GO:0009536/GO:0009941,S_alt_contig09021_RC,LOC_Os04g58620,CUST_12912_PI428634872,S_alt_contig09021_RC,1,0,1,0.5
AT3G48090,GO:0009626/GO:0010363/GO:0006629/GO:0009627/GO:0010200/GO:0005634/GO:0009627/GO:0009862/GO:0006355/GO:0009867/GO:0035304/GO:0050832/GO:0009862/GO:0009867/GO:0043069/GO:0002679/GO:0034976/GO:0009627/GO:0001666/GO:0005737/GO:0009862/GO:0031348/GO:0004806/GO:0010310/GO:0001666/GO:0034976/GO:0009595/GO:0006612/GO:0009627/GO:0009863/GO:0043900/GO:0010618/GO:0006944/GO:0042742/GO:0016298/GO:0051707/GO:0042742/GO:0009507/GO:0009617/GO:0009863/GO:0004806/GO:0000165/GO:0006944/GO:0006355/GO:0035304/GO:0009862/GO:0000304/GO:0009862/GO:0006355/GO:0004871/GO:0010310/GO:0035304/GO:0009862/GO:0045088/GO:0001666/GO:0010363/GO:0004806/GO:0009626/GO:0009862/GO:0010310/GO:0050832/GO:0009507/GO:0009697/GO:0009697/GO:0006612/GO:0010942/GO:0031347/GO:0006952/GO:0010310/GO:0009862/GO:0005515/GO:0001666/GO:0002679,S_alt_contig09023,LOC_Os09g22450,CUST_12914_PI428634872,S_alt_contig09023,1,0,1,0.5
AT5G13390,GO:0009507,S_alt_contig09027_RC,LOC_Os11g32470,CUST_12918_PI428634872,S_alt_contig09027_RC,1,0,1,0.5
AT4G22140,GO:0006333/GO:0006355/GO:0005634/GO:0006333/GO:0008270/GO:0006355/GO:0009911/GO:0008270/GO:0005634/GO:0003677/GO:0003677/GO:0006355/GO:0009845/GO:0003677,S_alt_contig09030,LOC_Os09g21770,CUST_12921_PI428634872,S_alt_contig09030,1,1,2,1
AT4G16144,GO:0090316/GO:0070536/GO:0005515/GO:0016021/GO:0071108/GO:0005515/GO:0071108/GO:0006897/GO:0070536/GO:0007033/GO:0090316/GO:0005515/GO:0005515/GO:0044090/GO:0071108/GO:0005634/GO:0016020/GO:0005515/GO:0046907/GO:0070536/GO:0071108/GO:0007033/GO:0071108/GO:0044090/GO:0005515/GO:0070536/GO:0071108/GO:0005515/GO:0046907/GO:0070536/GO:0070536,S_alt_contig09044,LOC_Os01g23640,CUST_12928_PI428634872,S_alt_contig09044,1,0,1,0.5
AT1G11360,GO:0005634/GO:0005829/GO:0005886/GO:0005634/GO:0002238/GO:0016925/GO:0016925/GO:0005634/GO:0005886/GO:0005634/GO:0016925,S_5sp_contig23959,LOC_Os01g57450,CUST_1292_PI428634872,S_5sp_contig23959,1,0,1,0.5
AT3G52390,GO:0016888/GO:0016888/GO:0004536/GO:0005634/GO:0005634,S_alt_contig09060,LOC_Os07g06440,CUST_12936_PI428634872,S_alt_contig09060,1,0,1,0.5
AT1G21610,GO:0016558/GO:0005634/GO:0006635/GO:0016558/GO:0006635/GO:0005634/GO:0009611/GO:0005634/GO:0003674/GO:0016558,S_alt_contig09074,LOC_Os01g66050,CUST_12942_PI428634872,S_alt_contig09074,1,0,1,0.5
AT1G04980,GO:0009627/GO:0034976/GO:0006662/GO:0015035/GO:0009408/GO:0009408/GO:0034976/GO:0016853/GO:0003756/GO:0009644/GO:0006457/GO:0005783/GO:0034976/GO:0034976/GO:0006984/GO:0009505/GO:0009627/GO:0009055/GO:0006457/GO:0042542/GO:0045454/GO:0006457/GO:0009507,S_alt_contig09090,LOC_Os09g27830,CUST_12952_PI428634872,S_alt_contig09090,1,0,1,0.5
AT5G24650,GO:0015450/GO:0009941/GO:0005773/GO:0005739/GO:0005773/GO:0009941/GO:0009941/GO:0009536/GO:0005774/GO:0009941/GO:0009941/GO:0009941/GO:0009941/GO:0009507/GO:0005774/GO:0009941/GO:0005774/GO:0009941/GO:0009941/GO:0005886/GO:0009941/GO:0005744/GO:0015031/GO:0005744/GO:0005744/GO:0009941/GO:0005744,S_alt_contig09099,LOC_Os02g32530,CUST_12959_PI428634872,S_alt_contig09099,1,1,2,1
AT4G02860,GO:0005829/GO:0003824/GO:0003824/GO:0005634/GO:0009058/GO:0009058,S_5sp_contig23979,LOC_Os01g16146,CUST_1295_PI428634872,S_5sp_contig23979,1,0,1,0.5
AT5G14420,GO:0006499/GO:0009690/GO:0006499/GO:0004842/GO:0004842/GO:0008270/GO:0080148/GO:0009850/GO:0009690/GO:0005886/GO:0005634/GO:0005886/GO:0005886/GO:0009690/GO:0080148/GO:0005886/GO:0008270/GO:0005886/GO:0009690/GO:0008270/GO:0006499/GO:0008270/GO:0009850,S_alt_contig09102,LOC_Os12g19030,CUST_12962_PI428634872,S_alt_contig09102,1,1,2,1
AT1G20980,GO:0045893/GO:0006355/GO:0006355/GO:0005886/GO:0003677/GO:0005634/GO:0003677/GO:0003677/GO:0003700/GO:0045893/GO:0006355/GO:0005634/GO:0042742/GO:0006355/GO:0042742/GO:0006355/GO:0006355/GO:0045893/GO:0005634/GO:0005634,S_alt_contig09127,LOC_Os08g40260,CUST_12974_PI428634872,S_alt_contig09127,1,0,1,0.5
AT3G05320,GO:0003674/GO:0008150,S_alt_contig09135_RC,LOC_Os02g07200,CUST_12979_PI428634872,S_alt_contig09135_RC,1,1,2,1
AT2G21170,GO:0009570/GO:0009570/GO:0006816/GO:0019288/GO:0009570/GO:0009570/GO:0009507/GO:0003824/GO:0009507/GO:0009684/GO:0004807/GO:0006642/GO:0009941/GO:0019253/GO:0006546/GO:0004807/GO:0046166/GO:0009658/GO:0019563/GO:0006546/GO:0009651/GO:0009570/GO:0004807/GO:0019563/GO:0009941/GO:0009941/GO:0009507/GO:0080022/GO:0009570/GO:0009507/GO:0009684/GO:0007030/GO:0006642/GO:0048046/GO:0009570/GO:0019344/GO:0009570/GO:0009507/GO:0006569/GO:0006569/GO:0048046/GO:0004807/GO:0007030/GO:0009579/GO:0019253/GO:0009651/GO:0008152/GO:0008152/GO:0005739/GO:0009941/GO:0009570/GO:0009579/GO:0032880/GO:0009507/GO:0009570/GO:0009658/GO:0009507/GO:0032504/GO:0009570/GO:0019344/GO:0009570/GO:0003824/GO:0005829/GO:0046166/GO:0019288,S_alt_contig09136,LOC_Os09g36450,CUST_12980_PI428634872,S_alt_contig09136,1,0,1,0.5
AT1G20980,GO:0045893/GO:0006355/GO:0006355/GO:0005886/GO:0003677/GO:0005634/GO:0003677/GO:0003677/GO:0003700/GO:0045893/GO:0006355/GO:0005634/GO:0042742/GO:0006355/GO:0042742/GO:0006355/GO:0006355/GO:0045893/GO:0005634/GO:0005634,S_alt_contig09140,LOC_Os08g40260,CUST_12981_PI428634872,S_alt_contig09140,1,0,1,0.5
AT2G29210,GO:0008380/GO:0006397/GO:0005634/GO:0005515/GO:0006397/GO:0008380/GO:0009294,S_alt_contig09142,LOC_Os03g16369,CUST_12983_PI428634872,S_alt_contig09142,1,1,2,1
AT3G17850,GO:0005524/GO:0016301/GO:0004672/GO:0006468/GO:0046777/GO:0046777/GO:0004674/GO:0006468/GO:0004674/GO:0006468/GO:0006468/GO:0005886/GO:0016772/GO:0005634/GO:0004674/GO:0004672/GO:0046777/GO:0016301/GO:0004674/GO:0006468/GO:0005829/GO:0004713/GO:0005524/GO:0006468/GO:0004713,S_alt_contig09147,LOC_Os03g50390,CUST_12985_PI428634872,S_alt_contig09147,1,1,2,1
AT1G52280,GO:0016192/GO:0005774/GO:0005794/GO:0015031/GO:0005773/GO:0005525/GO:0005525/GO:0005525/GO:0007264/GO:0005525/GO:0005774/GO:0005773/GO:0005886/GO:0005774,S_alt_contig09154_RC,LOC_Os01g12730,CUST_12987_PI428634872,S_alt_contig09154_RC,1,1,2,1
AT5G43130,GO:0005669/GO:0005669/GO:0006352/GO:0009630/GO:0005634/GO:0006352/GO:0005669/GO:0006352/GO:0006352/GO:0005669/GO:0006352/GO:0005634/GO:0006352,S_alt_contig09166,LOC_Os02g43750,CUST_12994_PI428634872,S_alt_contig09166,1,1,2,1
AT4G34670,GO:0005622/GO:0005886/GO:0022626/GO:0005618/GO:0009506/GO:0006412/GO:0022627/GO:0022626/GO:0022626/GO:0001510/GO:0022626/GO:0006412/GO:0022626/GO:0022626/GO:0022626/GO:0003735/GO:0022626/GO:0022626/GO:0005840/GO:0016020/GO:0005737/GO:0022627/GO:0006412/GO:0022627/GO:0001510/GO:0022627/GO:0005730/GO:0003735/GO:0022626/GO:0022627/GO:0022626/GO:0006412/GO:0022627/GO:0022627/GO:0005730/GO:0022626/GO:0005829/GO:0006412/GO:0022627/GO:0006412,S_alt_contig09183,LOC_Os02g18550,CUST_13005_PI428634872,S_alt_contig09183,1,1,2,1
AT1G17500,GO:0015914/GO:0000166/GO:0046872/GO:0005886/GO:0005524/GO:0016820/GO:0005524/GO:0015662/GO:0004012/GO:0004012/GO:0016820/GO:0009744/GO:0015662/GO:0006888/GO:0006888/GO:0015662/GO:0009749/GO:0003824/GO:0008152/GO:0000287/GO:0043090/GO:0006812/GO:0015662/GO:0009750,S_alt_contig09196,LOC_Os06g36990,CUST_13011_PI428634872,S_alt_contig09196,1,0,1,0.5
AT3G06720,GO:0005634/GO:0005737/GO:0005730/GO:0048767/GO:0010498/GO:0005618/GO:0005634/GO:0005737/GO:0005737/GO:0005515/GO:0005730/GO:0005515/GO:0048767/GO:0008565/GO:0006606/GO:0006606/GO:0006606/GO:0006886/GO:0005730/GO:0005635/GO:0010498/GO:0005730/GO:0005829/GO:0005635/GO:0007010/GO:0007010/GO:0010498/GO:0005618/GO:0005829/GO:0006886/GO:0005829/GO:0006094/GO:0005737/GO:0006606,S_alt_contig09200,LOC_Os01g14950,CUST_13015_PI428634872,S_alt_contig09200,1,0,1,0.5
AT3G07140,GO:0042765/GO:0042732/GO:0008150/GO:0042765/GO:0005783/GO:0042765/GO:0009507/GO:0042765/GO:0009507/GO:0042765/GO:0003923/GO:0005783/GO:0042765/GO:0042765/GO:0016021/GO:0016021/GO:0042765,S_alt_contig09214,LOC_Os11g28980,CUST_13024_PI428634872,S_alt_contig09214,1,0,1,0.5
AT3G61650,GO:0005525/GO:0046785/GO:0051641/GO:0000914/GO:0007020/GO:0007020/GO:0005198/GO:0005634/GO:0007017/GO:0048768/GO:0046785/GO:0048768/GO:0010103/GO:0003924/GO:0006184/GO:0009553/GO:0005739/GO:0005737/GO:0005886/GO:0000910/GO:0005737/GO:0000914/GO:0048768/GO:0048366/GO:0005874/GO:0005525/GO:0051258/GO:0006184,S_alt_contig09221,LOC_Os05g06450,CUST_13028_PI428634872,S_alt_contig09221,1,0,1,0.5
NA,,S_alt_contig09225,LOC_Os01g47262,CUST_13030_PI428634872,S_alt_contig09225,1,1,2,1
AT1G64040,GO:0005730/GO:0004722/GO:0006470/GO:0006470/GO:0006470/GO:0016787/GO:0006470/GO:0005737/GO:0000164/GO:0000164/GO:0004722/GO:0006470/GO:0005634/GO:0004722/GO:0005730/GO:0006470,S_alt_contig09231_RC,LOC_Os06g06880,CUST_13034_PI428634872,S_alt_contig09231_RC,1,0,1,0.5
AT1G14650,GO:0005634/GO:0006396/GO:0006396/GO:0005634/GO:0003723/GO:0006396/GO:0006396/GO:0006396/GO:0003723/GO:0003723/GO:0006396,S_alt_contig09232,LOC_Os02g14780,CUST_13035_PI428634872,S_alt_contig09232,1,1,2,1
AT1G18260,GO:0030433/GO:0005783/GO:0005783/GO:0030433/GO:0030433/GO:0030433/GO:0042538/GO:0016020/GO:0006888/GO:0030433/GO:0030433/GO:0042538/GO:0006888,S_alt_contig09235,LOC_Os03g15350,CUST_13037_PI428634872,S_alt_contig09235,1,0,1,0.5
AT1G18260,GO:0030433/GO:0005783/GO:0005783/GO:0030433/GO:0030433/GO:0030433/GO:0042538/GO:0016020/GO:0006888/GO:0030433/GO:0030433/GO:0042538/GO:0006888,S_alt_contig09237,LOC_Os03g15350,CUST_13039_PI428634872,S_alt_contig09237,1,0,1,0.5
NA,,S_alt_contig09247,LOC_Os01g46810,CUST_13046_PI428634872,S_alt_contig09247,1,1,2,1
AT1G60995,GO:0005783/GO:0003674/GO:0005739/GO:0008150,S_alt_contig09263,LOC_Os03g45770,CUST_13055_PI428634872,S_alt_contig09263,1,0,1,0.5
AT3G63490,GO:0009535/GO:0009535/GO:0009941/GO:0034660/GO:0006412/GO:0019288/GO:0009570/GO:0009941/GO:0006412/GO:0006412/GO:0045036/GO:0009902/GO:0006098/GO:0009073/GO:0009535/GO:0009535/GO:0003723/GO:0009535/GO:0009535/GO:0009570/GO:0006412/GO:0009570/GO:0009570/GO:0006098/GO:0006412/GO:0009535/GO:0010027/GO:0009507/GO:0009073/GO:0016226/GO:0009535/GO:0009535/GO:0009941/GO:0009535/GO:0009570/GO:0034660/GO:0015979/GO:0009941/GO:0010027/GO:0009507/GO:0009535/GO:0003735/GO:0015979/GO:0042793/GO:0009570/GO:0045036/GO:0042793/GO:0016226/GO:0005634/GO:0009570/GO:0042793/GO:0006354/GO:0009570/GO:0019288/GO:0006412/GO:0009570/GO:0009570/GO:0009570/GO:0009902/GO:0016020/GO:0006354/GO:0006354/GO:0003735/GO:0005840/GO:0009507/GO:0006412/GO:0009507/GO:0009570/GO:0009535/GO:0009535/GO:0009535/GO:0009507/GO:0003735/GO:0006412/GO:0003723/GO:0009535/GO:0006412/GO:0016020,S_alt_contig09266,LOC_Os05g32220,CUST_13057_PI428634872,S_alt_contig09266,1,0,1,0.5
AT1G64990,GO:0009791/GO:0010228/GO:0051020/GO:0009737/GO:0005794/GO:0005886/GO:0043231/GO:0010427/GO:0005525/GO:0005515/GO:0005525/GO:0005794,S_5sp_contig24112_RC,LOC_Os04g51180,CUST_1305_PI428634872,S_5sp_contig24112_RC,1,0,1,0.5
NA,,S_alt_contig09275,LOC_Os08g05850,CUST_13063_PI428634872,S_alt_contig09275,1,0,1,0.5
AT5G13280,GO:0004072/GO:0008652/GO:0004072/GO:0009507/GO:0009570/GO:0008652/GO:0008652/GO:0009570/GO:0009570/GO:0016597/GO:0008652/GO:0008152/GO:0009570/GO:0004072/GO:0004072,S_alt_contig09277,LOC_Os03g63330,CUST_13065_PI428634872,S_alt_contig09277,1,0,1,0.5
AT1G75680,GO:0004553/GO:0005886/GO:0010015/GO:0048767/GO:0009664/GO:0005886/GO:0071555/GO:0005982/GO:0010075/GO:0016126/GO:0043481/GO:0004553/GO:0008361/GO:0040007/GO:0048653/GO:0005576/GO:0016132/GO:0008361/GO:0009932/GO:0005982/GO:0010817/GO:0009932/GO:0005975/GO:0000271/GO:0007389/GO:0006084/GO:0009825/GO:0042546/GO:0003824/GO:0009926/GO:0048767/GO:0000272/GO:0009832/GO:0009736/GO:0009736/GO:0071555/GO:0006084/GO:0009664,S_alt_contig09278,LOC_Os09g36350,CUST_13066_PI428634872,S_alt_contig09278,1,0,1,0.5
AT1G75660,GO:0010638/GO:0004534/GO:0032204/GO:0033044/GO:0016558/GO:0032204/GO:0006310/GO:0033044/GO:0016558/GO:0005634/GO:0005634/GO:0031048/GO:0007131/GO:0007062/GO:0043247/GO:0007062/GO:0010638/GO:0009888/GO:0004527/GO:0006139/GO:0009887/GO:0004534/GO:0043247/GO:0010587/GO:0043247/GO:0031048/GO:0016558/GO:0043247/GO:0010587/GO:0006139/GO:0032204/GO:0006635/GO:0010332/GO:0042138/GO:0031048/GO:0007126/GO:0004534/GO:0008270/GO:0032204/GO:0007131/GO:0003676/GO:0042138/GO:0045132/GO:0006635,S_alt_contig09280,LOC_Os01g65220,CUST_13067_PI428634872,S_alt_contig09280,1,0,1,0.5
AT5G19840,GO:0006355/GO:0006355/GO:0006355/GO:0005634/GO:0008150/GO:0003674/GO:0005634,S_alt_contig09289_RC,LOC_Os01g56640,CUST_13072_PI428634872,S_alt_contig09289_RC,1,1,2,1
NA,,S_alt_contig09292_NB,,CUST_13073_PI428634872,S_alt_contig09292_NB,1,0,1,0.5
AT2G31660,GO:0005829/GO:0005737/GO:0035280/GO:0035280/GO:0009165/GO:0005643/GO:0006406/GO:0009165/GO:0005643/GO:0005643/GO:0006606/GO:0005634/GO:0000059/GO:0000059/GO:0008565/GO:0006606/GO:0008565/GO:0005634/GO:0000059/GO:0006406/GO:0006406/GO:0005737/GO:0035280/GO:0006606/GO:0006606,S_alt_contig09301_RC,LOC_Os02g27470,CUST_13078_PI428634872,S_alt_contig09301_RC,1,0,1,0.5
AT4G37830,GO:0005743/GO:0005743/GO:0005751/GO:0005739/GO:0004129/GO:0005743/GO:0005751/GO:0005751/GO:0005743/GO:0005751/GO:0004129/GO:0005743/GO:0005751/GO:0004129/GO:0005751/GO:0005751/GO:0005743/GO:0004129/GO:0005743/GO:0005739/GO:0005751/GO:0005743,S_5sp_contig24125,LOC_Os03g56190,CUST_1307_PI428634872,S_5sp_contig24125,1,0,1,0.5
AT4G27070,GO:0009570/GO:0009570/GO:0009507/GO:0009570/GO:0009570/GO:0004834/GO:0009941/GO:0009941/GO:0009941/GO:0030170/GO:0000162/GO:0009941/GO:0006568/GO:0000162/GO:0003824/GO:0006568/GO:0000162/GO:0004834/GO:0004834/GO:0008152/GO:0009507/GO:0000162,S_alt_contig09303,LOC_Os08g04180,CUST_13080_PI428634872,S_alt_contig09303,1,0,1,0.5
AT5G06120,GO:0006886/GO:0006486/GO:0008565/GO:0005739/GO:0008565/GO:0008565/GO:0006486/GO:0005739/GO:0005643/GO:0000059/GO:0005643/GO:0006486/GO:0006886/GO:0005634/GO:0005737/GO:0008565/GO:0000059/GO:0005739/GO:0005739/GO:0006886/GO:0000059/GO:0005643/GO:0009630/GO:0008565/GO:0006886/GO:0006886/GO:0006886/GO:0006886/GO:0006886,S_alt_contig09304_RC,LOC_Os03g42050,CUST_13081_PI428634872,S_alt_contig09304_RC,1,0,1,0.5
AT4G37830,GO:0005743/GO:0005743/GO:0005751/GO:0005739/GO:0004129/GO:0005743/GO:0005751/GO:0005751/GO:0005743/GO:0005751/GO:0004129/GO:0005743/GO:0005751/GO:0004129/GO:0005751/GO:0005751/GO:0005743/GO:0004129/GO:0005743/GO:0005739/GO:0005751/GO:0005743,S_5sp_contig24127,LOC_Os03g56190,CUST_1308_PI428634872,S_5sp_contig24127,1,0,1,0.5
AT1G48850,GO:0009507/GO:0009507/GO:0009073/GO:0005730/GO:0006499/GO:0004107/GO:0005730/GO:0009507/GO:0005730/GO:0009570/GO:0009805/GO:0009570/GO:0009507/GO:0009073/GO:0005730/GO:0006499/GO:0009507/GO:0009073/GO:0009793/GO:0004107/GO:0009611/GO:0009073/GO:0006499/GO:0009507/GO:0005730/GO:0005730/GO:0004107/GO:0009536/GO:0009073/GO:0009073/GO:0009570/GO:0009570/GO:0009073/GO:0009805/GO:0009073/GO:0006865,S_alt_contig09318,LOC_Os03g14990,CUST_13090_PI428634872,S_alt_contig09318,1,0,1,0.5
AT5G27470,GO:0006434/GO:0000166/GO:0006096/GO:0005829/GO:0004812/GO:0009165/GO:0005737/GO:0006418/GO:0006434/GO:0006499/GO:0006096/GO:0006499/GO:0006418/GO:0006434/GO:0005524/GO:0006434/GO:0009165/GO:0005829/GO:0004828/GO:0006434/GO:0009651/GO:0009651/GO:0005524/GO:0046686/GO:0046686/GO:0006094/GO:0006499/GO:0006418/GO:0006434/GO:0005737/GO:0004828,S_alt_contig09319_RC,LOC_Os01g37837,CUST_13091_PI428634872,S_alt_contig09319_RC,1,0,1,0.5
AT1G16180,GO:0006623/GO:0016192/GO:0016020/GO:0006623/GO:0003674,S_alt_contig09330,LOC_Os02g54990,CUST_13100_PI428634872,S_alt_contig09330,1,1,2,1
AT1G19835,GO:0005737/GO:0005737/GO:0003674/GO:0008150/GO:0005886,S_alt_contig09331_RC,LOC_Os03g14250,CUST_13101_PI428634872,S_alt_contig09331_RC,1,0,1,0.5
AT5G54160,GO:0005737/GO:0009963/GO:0016126/GO:0009809/GO:0009506/GO:0047763/GO:0006598/GO:0033799/GO:0005829/GO:0009805/GO:0030744/GO:0009698/GO:0005886/GO:0005634/GO:0047763/GO:0051555/GO:0009611/GO:0042398/GO:0009963/GO:0006598/GO:0042398/GO:0051555/GO:0009805/GO:0030755/GO:0009809/GO:0009698,S_5sp_contig24214,LOC_Os08g06100,CUST_1310_PI428634872,S_5sp_contig24214,1,0,1,0.5
AT3G01280,GO:0005773/GO:0005739/GO:0005741/GO:0005739/GO:0005774/GO:0009507/GO:0005739/GO:0005739/GO:0005739/GO:0080129/GO:0005741/GO:0005773/GO:0009941/GO:0009941/GO:0005739/GO:0006820/GO:0009941/GO:0006820/GO:0006511/GO:0006511/GO:0006511/GO:0005774/GO:0005741/GO:0009941/GO:0005741/GO:0009853/GO:0005774/GO:0051788/GO:0009507/GO:0044070/GO:0005741/GO:0055085/GO:0009853/GO:0005886/GO:0008308/GO:0005739/GO:0008308/GO:0005741/GO:0009617/GO:0005739/GO:0005773/GO:0005515/GO:0005741/GO:0009536/GO:0055085/GO:0005741/GO:0008308/GO:0005773,S_alt_contig09346,LOC_Os01g40570,CUST_13112_PI428634872,S_alt_contig09346,1,1,2,1
AT5G15490,GO:0042732/GO:0052546/GO:0003979/GO:0005829/GO:0005975/GO:0003979/GO:0003979/GO:0006065/GO:0005829/GO:0005618/GO:0005634/GO:0052546/GO:0052546/GO:0005737/GO:0006065,S_alt_contig09371,LOC_Os12g25700,CUST_13126_PI428634872,S_alt_contig09371,1,0,1,0.5
AT3G10090,GO:0022626/GO:0005829/GO:0022627/GO:0006412/GO:0006407/GO:0006412/GO:0022626/GO:0022626/GO:0005840/GO:0006412/GO:0006407/GO:0006412/GO:0003735/GO:0005618/GO:0005840/GO:0022627/GO:0006412/GO:0022626/GO:0022627/GO:0005737/GO:0022626/GO:0006407/GO:0022626/GO:0005622/GO:0003735/GO:0022626/GO:0003735/GO:0005622/GO:0006412/GO:0042254/GO:0022627/GO:0022626,S_alt_contig09379_RC,LOC_Os10g27174,CUST_13130_PI428634872,S_alt_contig09379_RC,1,1,2,1
AT5G20410,GO:0016036/GO:0006631/GO:0009707/GO:0016036/GO:0016036/GO:0045892/GO:0019375/GO:0019375/GO:0009707/GO:0016758/GO:0016036/GO:0019374/GO:0030246/GO:0009247/GO:0009507/GO:0035250/GO:0019374/GO:0045892/GO:0009707/GO:0009707/GO:0030259/GO:0009707/GO:0030259/GO:0016036/GO:0019375/GO:0009707/GO:0016757/GO:0016036/GO:0005975/GO:0019375/GO:0009707/GO:0046509/GO:0009247/GO:0009707/GO:0045892/GO:0009707/GO:0009707/GO:0006631,S_alt_contig09381,LOC_Os02g55910,CUST_13132_PI428634872,S_alt_contig09381,1,0,1,0.5
AT5G20410,GO:0016036/GO:0006631/GO:0009707/GO:0016036/GO:0016036/GO:0045892/GO:0019375/GO:0019375/GO:0009707/GO:0016758/GO:0016036/GO:0019374/GO:0030246/GO:0009247/GO:0009507/GO:0035250/GO:0019374/GO:0045892/GO:0009707/GO:0009707/GO:0030259/GO:0009707/GO:0030259/GO:0016036/GO:0019375/GO:0009707/GO:0016757/GO:0016036/GO:0005975/GO:0019375/GO:0009707/GO:0046509/GO:0009247/GO:0009707/GO:0045892/GO:0009707/GO:0009707/GO:0006631,S_alt_contig09382,LOC_Os02g55910,CUST_13133_PI428634872,S_alt_contig09382,1,0,1,0.5
AT5G26180,GO:0005737/GO:0005737/GO:0003674/GO:0008150,S_5sp_contig24322,LOC_Os02g12600,CUST_1313_PI428634872,S_5sp_contig24322,1,0,1,0.5
AT3G16640,GO:0007067/GO:0090406/GO:0009506/GO:0001558/GO:0005774/GO:0046686/GO:0040014/GO:0005737/GO:0008283/GO:0005737/GO:0009819/GO:0009734/GO:0005634/GO:0048527/GO:0042742/GO:0048768/GO:0008017/GO:0009734/GO:0005774/GO:0042742/GO:0048364/GO:0090333/GO:0005774/GO:0007346/GO:0005829/GO:0007067/GO:0009507/GO:0001558/GO:0010252/GO:0009860/GO:0005886/GO:0009819/GO:0009860/GO:0048768/GO:0009790/GO:0031117/GO:0009791/GO:0005794/GO:0009579/GO:0048768/GO:0048046/GO:0031117/GO:0009860,S_alt_contig09415,LOC_Os11g43900,CUST_13150_PI428634872,S_alt_contig09415,1,1,2,1
AT1G55325,GO:0040034/GO:0006357/GO:0090213/GO:0016592/GO:0016592/GO:0006357/GO:0005634/GO:0001104/GO:0005634/GO:0006357,S_alt_contig09442,LOC_Os05g37500,CUST_13162_PI428634872,S_alt_contig09442,1,0,1,0.5
AT1G24360,GO:0009507/GO:0009570/GO:0004316/GO:0004316/GO:0005507/GO:0009409/GO:0009570/GO:0009570/GO:0004316/GO:0009941/GO:0009570/GO:0009941/GO:0006633/GO:0009536/GO:0009941/GO:0009570/GO:0009570/GO:0016491/GO:0004316/GO:0055114/GO:0000038/GO:0051287/GO:0009409/GO:0000038/GO:0009507/GO:0008152/GO:0009570/GO:0009570/GO:0006633/GO:0042335/GO:0051287/GO:0009941/GO:0000166,S_alt_contig09448,LOC_Os04g30760,CUST_13164_PI428634872,S_alt_contig09448,1,0,1,0.5
